DATE,TIME,ADDRESS,MUNICIPALITY,CRIME
10/19/2018,15:07,33 Everett Pl,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
10/19/2018,16:10,1301 Sunnyside Pl,PLAINFIELD,SIMPLE ASSAULT
10/19/2018,21:02,212 West Front St,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
10/19/2018,23:17,316 West Front St,PLAINFIELD,SIMPLE ASSAULT
10/19/2018,23:48,113 Watchung Av,PLAINFIELD,LARCENY OVER $200 - OTHER
10/19/2018,23:55,1209 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/20/2018,0:16,56 Sandford Av,PLAINFIELD,SIMPLE ASSAULT
10/20/2018,2:32,615 Plainfield Av,PLAINFIELD,FORCIBLE ENTRY - ATT - RESIDENCE - NIGHT
10/20/2018,9:50,200 Richmond St,PLAINFIELD,DISORDERLY CONDUCT
10/20/2018,11:14,Las Vagas,PLAINFIELD,FRAUD
10/20/2018,14:26,444 East 7th St,PLAINFIELD,CRIMINAL MISCHIEF
10/20/2018,14:48,216 Muhlenberg Pl,PLAINFIELD,FRAUD
10/20/2018,18:58,300 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/20/2018,19:54,105 East Front St,PLAINFIELD,SIMPLE ASSAULT
10/20/2018,20:30,821 Central Av,PLAINFIELD,STOLEN AUTOMOBILE
10/20/2018,22:10,1322 East 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
10/20/2018,23:21,600 Berckman St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
10/21/2018,1:22,311 West Front St,PLAINFIELD,SIMPLE ASSAULT
10/21/2018,1:59,Plainfield Av && West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/21/2018,11:41,815 West Front St,PLAINFIELD,FAMILY OFFENSES
10/21/2018,12:27,1404 Myrtle Av,PLAINFIELD,STOLEN AUTOMOBILE
10/21/2018,15:07,123 West 7th St,PLAINFIELD,SIMPLE ASSAULT
10/21/2018,15:27,130 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/21/2018,18:26,923 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/21/2018,20:09,615 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,7:51,1249 Arlington Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
10/22/2018,9:00,635 West Front St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
10/22/2018,11:10,Nj/ Nj Transit Pd,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,13:16,1003 Park Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
10/22/2018,14:03,619 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,14:25,634 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,14:36,East Front St && Farragut Rd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,14:39,619 Park Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
10/22/2018,16:30,400 John St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,19:43,Stebbins Pl && West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/22/2018,20:49,413 Liberty St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
10/23/2018,8:32,478 West Front St,PLAINFIELD,STOLEN AUTOMOBILE
10/23/2018,10:36,31 Farragut Rd,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
10/23/2018,10:40,,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
10/23/2018,10:46,630 Brookside Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/23/2018,12:35,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
10/23/2018,15:01,927 Pine St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
10/23/2018,15:02,752 East 2nd St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
10/23/2018,16:43,817 West 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/23/2018,16:54,North Av && Park Av,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
10/23/2018,17:37,427 Darrow Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
10/23/2018,21:16,149 East Front St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
10/23/2018,21:31,100 Madison Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
10/23/2018,22:25,Liberty St && West Front St,PLAINFIELD,BUY/RECEIVE/PROCESS STOLEN PROPERTY
10/23/2018,22:37,847 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/23/2018,22:50,662 West Front St,PLAINFIELD,SIMPLE ASSAULT
10/23/2018,23:21,Grove St && West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,0:36,Madison Av && West Front St,PLAINFIELD,LOITERING AND CURFEW LAWS - MINORS
10/24/2018,8:26,10 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,10:19,630 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,11:27,217 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,11:48,123 West 7th St,PLAINFIELD,MISSING ADULT
10/24/2018,12:06,Richmond St && South Av,PLAINFIELD,CRIMINAL MISCHIEF
10/24/2018,14:55,325 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,15:23,216 Stebbins Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,16:15,1165 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,16:41,401 East 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,17:27,26 Clinton Av,PLAINFIELD,SIMPLE ASSAULT
10/24/2018,18:34,723 Monroe Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,19:03,721 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/24/2018,19:49,1156 West Front St,PLAINFIELD,SIMPLE ASSAULT
10/24/2018,21:23,412 East 5th St,PLAINFIELD,SIMPLE ASSAULT
10/25/2018,4:02,130 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/25/2018,12:57,1001 Oak Ln,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
10/25/2018,14:25,458 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - AUT PARTS & ACC
10/25/2018,18:33,1035 West Front St,PLAINFIELD,LARCENY OVER $200 - OTHER
10/25/2018,19:40,1036 Myrtle Av,PLAINFIELD,LARCENY OVER $200 - OTHER
10/25/2018,21:19,942 Sherman Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
10/25/2018,21:22,833 St Marys Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
10/25/2018,21:51,708 East Front St,PLAINFIELD,FRAUD
10/25/2018,23:27,500 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/26/2018,1:41,Central Av && West Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
10/26/2018,2:26,522 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/26/2018,11:05,950 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/26/2018,14:03,587 East Front St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
10/26/2018,15:54,1276 Hollywood Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
10/26/2018,17:21,1465 East Front St,PLAINFIELD,SIMPLE ASSAULT
10/26/2018,17:35,300 Central Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
10/26/2018,18:48,36 Raymond Av,PLAINFIELD,SIMPLE ASSAULT
10/26/2018,22:54,Berkeley Ter && East 2nd St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
10/27/2018,2:11,315 East 5th St,PLAINFIELD,SIMPLE ASSAULT
10/27/2018,2:29,801 George St,PLAINFIELD,SIMPLE ASSAULT
10/27/2018,12:18,123 West 7th St,PLAINFIELD,SIMPLE ASSAULT
10/27/2018,14:45,Lee Pl && West 6th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
10/27/2018,15:25,120 West Front St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
10/27/2018,16:29,736 East 6th St,PLAINFIELD,SIMPLE ASSAULT
10/27/2018,16:34,928 West 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/27/2018,19:13,203 View Av,PLAINFIELD,LARCENY OVER $200 - AUTO PARTS & ACCESS
10/27/2018,22:21,Church St && East Front St,PLAINFIELD,SIMPLE ASSAULT
10/27/2018,22:36,100 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
10/28/2018,1:35,839 George St,PLAINFIELD,MISSING MINOR
10/28/2018,2:03,311 West Front St,PLAINFIELD,SIMPLE ASSAULT
10/28/2018,2:37,300 Cottage Pl,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
10/28/2018,3:52,347 Halsey St,PLAINFIELD,SIMPLE ASSAULT
10/28/2018,7:20,328 Emerson Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/28/2018,10:35,1331 Putnam Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/28/2018,12:12,1322 East 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
10/28/2018,12:25,1200 East 7th St,PLAINFIELD,FRAUD
10/28/2018,13:15,133 Watchung Av,PLAINFIELD,ROBBERY - STRONG ARM - CHAIN STORE
10/28/2018,13:40,210 West Front St,PLAINFIELD,ROBBERY - STRONG ARM - CHAIN STORE
10/28/2018,15:36,813 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/28/2018,15:46,1000 Myrtle Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
10/28/2018,16:28,249 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/28/2018,17:58,300 Sumner Av,PLAINFIELD,POSSESSION OF MARIJUANA
10/28/2018,18:27,1413 Myrtle Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
10/28/2018,18:49,937 West 4th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
10/29/2018,6:45,671 West 4th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
10/29/2018,10:15,171 North Av,PLAINFIELD,STOLEN AUTOMOBILE
10/29/2018,10:55,1015 Watchung Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
10/29/2018,11:39,53 Sandford Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/29/2018,13:31,612 East Front St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
10/29/2018,17:15,335 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
10/29/2018,17:35,1207 West 3rd St,PLAINFIELD,AGGRAVATED ASSAULT
10/29/2018,20:38,217 East 7th St,PLAINFIELD,AGGRAVATED ASSAULT
10/29/2018,21:24,334 Garfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/29/2018,23:14,120 Randolph Rd,PLAINFIELD,SIMPLE ASSAULT
10/30/2018,6:31,Monroe Av && West 5th St,PLAINFIELD,ROBBERY - FIREARM - HIGHWAY
10/30/2018,7:26,27 Laramie Rd,PLAINFIELD,SIMPLE ASSAULT
10/30/2018,9:41,810 2nd Pl,PLAINFIELD,LARCENY OVER $200 - BICYCLE
10/30/2018,12:45,329 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/30/2018,14:28,415 Parkside Rd,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
10/30/2018,15:59,100 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/30/2018,16:01,715 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/30/2018,16:37,100 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/30/2018,16:38,100 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/30/2018,17:39,300 New St,PLAINFIELD,POSSESSION OF MARIJUANA
10/30/2018,19:26,Madison Av && West 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
10/30/2018,19:59,1621 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/30/2018,20:16,740 West 7th St,PLAINFIELD,CRIMINAL MISCHIEF
10/31/2018,0:14,674 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,1:21,509 Clinton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,1:40,533 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,4:34,20 Westervelt Av,PLAINFIELD,FORCIBLE ENTRY - ATT - NONRESDNCE - UNKN
10/31/2018,7:37,1227 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - AUT PARTS & ACC
10/31/2018,11:44,North Av && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,12:59,Madison Av && West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,13:17,123 East 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,13:41,423 Berckman St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
10/31/2018,15:03,101 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,15:48,Arlington Av && West 7th St,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
10/31/2018,19:40,100 East 2nd St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
10/31/2018,19:45,George St && Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,20:35,534 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
10/31/2018,21:54,740 West 7th St,PLAINFIELD,CRIMINAL MISCHIEF
10/31/2018,23:30,1232 North Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/1/2018,0:29,831 East 3rd St,PLAINFIELD,MISSING MINOR
11/1/2018,3:51,10 Grove St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
11/1/2018,9:51,611 Park Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
11/1/2018,10:26,645 Brookside Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/1/2018,12:04,759 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/1/2018,12:09,759 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/1/2018,12:35,759 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/1/2018,16:35,1700 West Front St,PLAINFIELD,SIMPLE ASSAULT
11/1/2018,18:53,East 2nd St && Richmond St,PLAINFIELD,SIMPLE ASSAULT
11/1/2018,19:07,682 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/1/2018,20:02,601 Richmond St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
11/1/2018,21:42,500 West Front St,PLAINFIELD,POSSESSION OF MARIJUANA
11/1/2018,22:08,1430 Columbia Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/2/2018,0:16,431 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/2/2018,0:26,662 South Av,PLAINFIELD,SIMPLE ASSAULT
11/2/2018,0:51,735 Park Av,PLAINFIELD,DISORDERLY CONDUCT
11/2/2018,1:24,688 West Front St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
11/2/2018,9:24,950 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/2/2018,9:39,661 West 8th St,PLAINFIELD,LARCENY OVER $200 - BICYCLE
11/2/2018,9:44,309 Richmond St,PLAINFIELD,FRAUD
11/2/2018,12:22,Madison Av && Stelle Av,PLAINFIELD,STOLEN AUTOMOBILE
11/2/2018,13:14,1778 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/2/2018,13:23,14 Clinton Av,PLAINFIELD,STOLEN AUTOMOBILE
11/2/2018,16:59,202 Manson Pl,PLAINFIELD,LARCENY UNDER $50 - AUTO PARTS & ACCESS
11/2/2018,18:13,East 2nd St && Johnston Av,PLAINFIELD,CRIMINAL MISCHIEF
11/2/2018,18:23,400 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/3/2018,1:12,300 Park Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/3/2018,11:01,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
11/3/2018,11:22,1046 Hillside Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/3/2018,17:29,611 Central Av,PLAINFIELD,SIMPLE ASSAULT
11/3/2018,20:28,300 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/3/2018,20:39,128 East 7th St,PLAINFIELD,POSSESSION OF MARIJUANA
11/3/2018,21:17,343 East 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
11/4/2018,0:42,611 Central Av,PLAINFIELD,CRIMINAL MISCHIEF
11/4/2018,0:53,111 East Front St,PLAINFIELD,LARCENY OVER $200 - PICK-POCKET
11/4/2018,1:14,1038 Arlington Av,PLAINFIELD,SIMPLE ASSAULT
11/4/2018,4:58,516 West 7th St,PLAINFIELD,SIMPLE ASSAULT
11/4/2018,5:20,966 Myrtle Av,PLAINFIELD,SIMPLE ASSAULT
11/4/2018,9:01,George St && Leland Av,PLAINFIELD,STOLEN AUTOMOBILE
11/4/2018,10:38,Netherwood Av && North Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
11/4/2018,13:27,300 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/4/2018,13:39,10 Somerset St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/4/2018,15:57,218 East 7th St,PLAINFIELD,LARCENY UNDER $50 - OTHER
11/4/2018,16:27,1227 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
11/4/2018,17:45,900 West 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
11/4/2018,18:22,East Front St && Watchung Av,PLAINFIELD,POSSESSION OF MARIJUANA
11/4/2018,21:07,211 West Front St,PLAINFIELD,SIMPLE ASSAULT
11/4/2018,22:36,300 Stebbins Pl,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
11/5/2018,13:10,1251 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/5/2018,14:59,1139 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/5/2018,16:48,10 Madison Av,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
11/5/2018,17:17,1156 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/5/2018,17:31,137 Sumner Av,PLAINFIELD,AGGRAVATED ASSAULT
11/5/2018,18:37,1336 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/5/2018,18:41,218 Johnston Av,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
11/5/2018,18:48,730 North Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/5/2018,23:26,311 Netherwood Av,PLAINFIELD,SIMPLE ASSAULT
11/6/2018,10:26,33 Westervelt Av,PLAINFIELD,FRAUD
11/6/2018,13:34,East Front St && Roosevelt Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/6/2018,14:24,300 West Front St,PLAINFIELD,FRAUD
11/6/2018,17:03,1350 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/6/2018,17:50,400 West 7th St,PLAINFIELD,POSSESSION OF MARIJUANA
11/6/2018,18:19,Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/6/2018,21:31,1227 East Front St,PLAINFIELD,LARCENY UNDER $50 - OTHER
11/6/2018,22:35,100 Plainfield Av,PLAINFIELD,SIMPLE ASSAULT
11/7/2018,7:40,533b West 3rd St,PLAINFIELD,SIMPLE ASSAULT
11/7/2018,10:30,East 3rd St && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/7/2018,10:32,1022 South Av,PLAINFIELD,FRAUD
11/7/2018,10:51,306 Prescott Pl,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
11/7/2018,13:40,111 Pineview Ter,PLAINFIELD,FRAUD
11/7/2018,13:43,750 Webster Pl,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
11/7/2018,17:07,215 West Front St,PLAINFIELD,LARCENY UNDER $50 - BICYCLES
11/8/2018,1:46,335 East Front St,PLAINFIELD,SIMPLE ASSAULT
11/8/2018,1:57,520 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/8/2018,3:34,New St && West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/8/2018,7:08,549 East 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
11/8/2018,9:26,81 Deborah Ct,PLAINFIELD,FRAUD
11/8/2018,11:09,700 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/8/2018,11:16,802 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/8/2018,13:16,1272 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/8/2018,14:18,932 West 3rd St,PLAINFIELD,SIMPLE ASSAULT
11/8/2018,17:02,1258 Salem Rd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/8/2018,17:08,600 Park Av,PLAINFIELD,LARCENY OVER $200 - SHOPLIFTING
11/8/2018,18:08,1017 Field Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
11/8/2018,23:01,33 Clinton Av,PLAINFIELD,CRIMINAL MISCHIEF
11/9/2018,8:55,1147 South Av,PLAINFIELD,FRAUD
11/9/2018,10:36,1111 Putnam Av,PLAINFIELD,SIMPLE ASSAULT
11/9/2018,13:27,548 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/9/2018,17:25,111 Pineview Ter,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/9/2018,18:25,19 Madison Av,PLAINFIELD,SIMPLE ASSAULT
11/9/2018,22:28,771 Ravine Rd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,0:23,200 Grant Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,2:06,301 Richmond St,PLAINFIELD,SIMPLE ASSAULT
11/10/2018,6:29,461 West Front St,PLAINFIELD,SIMPLE ASSAULT
11/10/2018,8:26,559 Belvidere Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,10:58,678 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,11:48,700 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,12:07,678 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,12:52,715 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,17:22,1405 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/10/2018,19:00,327 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
11/10/2018,19:39,Central Av && West 6th St,PLAINFIELD,LARCENY UNDER $50 - PICKPOCKET
11/10/2018,21:01,237 East 9th St,PLAINFIELD,SIMPLE ASSAULT
11/10/2018,21:41,517 Belvidere Av,PLAINFIELD,CRIMINAL MISCHIEF
11/10/2018,23:57,600 West Front St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/11/2018,0:47,316 West Front St,PLAINFIELD,SIMPLE ASSAULT
11/11/2018,3:02,226 Emerson Av,PLAINFIELD,DISORDERLY CONDUCT
11/11/2018,4:44,1127 West 7th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/11/2018,12:04,1227 East Front St,PLAINFIELD,WEAPONS CARRY POSSESSION USE FIREARM
11/11/2018,15:07,508 Watchung Av,PLAINFIELD,VICE/PROSTITUTION
11/11/2018,17:43,300 Leland Av,PLAINFIELD,POSSESSION OF MARIJUANA
11/11/2018,19:11,752 West Front St,PLAINFIELD,MISSING MINOR
11/11/2018,19:41,414 Liberty St,PLAINFIELD,MURDER
11/11/2018,20:27,114 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
11/11/2018,21:34,707 Park Av,PLAINFIELD,SIMPLE ASSAULT
11/12/2018,0:19,801 George St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
11/12/2018,1:48,501 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/12/2018,9:05,609 Park Av,PLAINFIELD,SIMPLE ASSAULT
11/12/2018,11:26,705 Kensington Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
11/12/2018,17:22,216 East 6th St,PLAINFIELD,SIMPLE ASSAULT
11/12/2018,18:37,400 Leland Av,PLAINFIELD,POSSESSION OF MARIJUANA
11/12/2018,19:37,300 West Front St,PLAINFIELD,FRAUD
11/12/2018,19:53,117 Crescent Av,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
11/12/2018,21:59,214 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/12/2018,22:41,800 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/12/2018,23:45,659 East 7th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/13/2018,11:49,676 Essex St,PLAINFIELD,CRIMINAL MISCHIEF
11/13/2018,12:15,Lee Pl && West 7th St,PLAINFIELD,CRIMINAL MISCHIEF
11/13/2018,14:41,111 Pineview Ter,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
11/13/2018,15:17,33 Raymond Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/13/2018,15:56,11 Washington Av,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
11/13/2018,18:19,130 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/13/2018,19:22,838 East 2nd St,PLAINFIELD,SIMPLE ASSAULT
